,sent1,sent2,lemma,ground_truth
7820,"The one sure way to tell victim and villain apart is to examine the hind legs which in the case of the idler , Psithyrus , lack the pollen baskets - naturally !","There is some evidence that naturally occurring goitrogens may play a role in the development of goitre , particularly in Tasmania and Australia ( Clements and Wishart , 1956 ) .",naturally,F
7821,"She swung the quirt again , and this time he caught her wrist and pulled her out of the saddle .","She brought the quirt down , slashing it across his cheek , and he tried to step back .",quirt,F
7822,"When the Half Moon put in at Dartmouth , England , in the fall of 1609 , word of Hudson 's findings leaked out , and English interest in him revived .","Heidenstam 's conception , on the contrary , was to revive the present by the memories of the past .",revive,F
7823,"Every night they all went to Mama and Papa Albright 's , and sat on the open front porch , where they could get the breeze .","Crossing the 4000 - foot width of the Mekong at Champassak , on a raft with an outboard motor , we took off our dusty shirts and enjoyed a veritable ocean breeze .",breeze,F
7824,"I have no picture in my mind of the garden as a whole - that I could not see - but certain aspects of certain corners linger in the memory : wind-blown , frost-bitten , white chrysanthemums beneath a window , with their brittle brown leaves and their sharp scent of November ; ripe pears lying in long grass , to be turned over by a dusty slippered foot , cautiously , lest bees still worked in the ragged , brown edged holes ; hot colored verbenas in the corner between the dining-room wall and the side porch , where we passed on our way to the pump with the half gourd tied to it as a cup by my grandmother for our childish pleasure in drinking from it .",He is `` a man raving mad on the way to the churchyard '' .,on_the_way,T
7825,"As a nation , we feel an obligation to assist other countries in their development ; but this obligation pertains only to countries which are honestly seeking to become responsible members of a stable and forward-moving world community .","If nothing is produced , there is no obligation to repay .",obligation,F
7826,These conditions are unobtainable - are not even approachable in the qualified sense I have indicated - without the prior defeat of world Communism .,Death is not permanent defeat and disappearance ; man has a second chance .,defeat,T
7827,"`` You do '' ? he asked , between wheezes of laughter .","The other remarked , in a happy laughter , `` That 's a funny old horse '' .",laughter,F
7828,' City Hooked for $ 172000 '' ' ?,He hooked the next two out of bounds on the opposite side .,hook,F
7829,It came to him as he wept there aboard the Somers that it was as foolish to strive for greatness as to seek to storm the gates of heaven .,"But when to represents to consciousness in that was the moment that I came to , and similarly in that was the moment I came to , there is much stronger stress on to .",come_to,F
